38.88, 44882, 10
380, 44892, 20
380.50, 44912, 10
381, 44922, 10
382.6, 44932, 10
384.22, 44942, 10
385, 44952, 10
386, 44962, 21
387.31, 44983, 10
389, 44993, 10
39, 45003, 41
39.65, 45044, 9
39.83, 45053, 18
390, 45071, 33
392, 45104, 10
393, 45114, 9
394.6, 45123, 10
395.5, 45133, 10
396, 45143, 10
398, 45153, 10
3m, 45163, 19
3rd, 45182, 19
4, 45201, 737
4.02, 45938, 10
4.1, 45948, 20
4.13, 45968, 10
4.17, 45978, 10
4.2, 45988, 60
4.25, 46048, 10
4.3, 46058, 9
4.30, 46067, 18
4.38, 46085, 10
4.4, 46095, 33
4.43, 46128, 10
4.5, 46138, 39
4.55, 46177, 10
4.6, 46187, 38
4.7, 46225, 54
4.73, 46279, 9
4.75, 46288, 19
4.78, 46307, 9
4.8, 46316, 9
4.9, 46325, 29
4.90, 46354, 19
40, 46373, 611
40.1, 46984, 9
40.2, 46993, 10
40.3, 47003, 20
400, 47023, 343
400s, 47366, 22
401k, 47388, 10
402, 47398, 9
405, 47407, 9
408, 47416, 10
40s, 47426, 9
40th, 47435, 9
41, 47444, 145
41.4, 47589, 9
410, 47598, 10
412, 47608, 10
414, 47618, 9
418.8, 47627, 10
42, 47637, 133
42.7, 47770, 9
420, 47779, 22
425, 47801, 20
43, 47821, 189
430, 48010, 40
433, 48050, 10
435, 48060, 42
439, 48102, 10
43rd, 48112, 10
44, 48122, 163
44.8, 48285, 9
44.9, 48294, 10
440, 48304, 58
443, 48362, 20
443.7, 48382, 9
445, 48391, 10
445.57, 48401, 18
449.12, 48419, 10
45, 48429, 201
45.6, 48630, 9
45.7, 48639, 9
45.92, 48648, 10
450, 48658, 54
450.4, 48712, 10
451.23, 48722, 10
453, 48732, 20
455, 48752, 9
456.8, 48761, 9
458, 48770, 19
459.50, 48789, 10
46, 48799, 155
46.05, 48954, 10
46.6, 48964, 10
460, 48974, 19
461.7, 48993, 9
462, 49002, 9
463, 49011, 10
464, 49021, 9
46th, 49030, 10
47, 49040, 51
47.8, 49091, 10
47.90, 49101, 10
471.7, 49111, 9
472, 49120, 10
472.8, 49130, 10
474, 49140, 20
475, 49160, 10
477, 49170, 10
48, 49180, 110
48.02, 49290, 10
48.21, 49300, 8
48.3, 49308, 9
480, 49317, 9
482.2, 49326, 9
483, 49335, 18
484, 49353, 9
486, 49362, 9
487, 49371, 18
48th, 49389, 10
49, 49399, 88
49.49, 49487, 18
493.03, 49505, 10
495, 49515, 9
497, 49524, 9
499, 49533, 9
4s, 49542, 10
5, 49552, 800
5.0, 50352, 10
5.07, 50362, 9
5.1, 50371, 30
5.11, 50401, 10
5.153, 50411, 10
5.17, 50421, 10
5.2, 50431, 49
5.20, 50480, 20
5.208, 50500, 10
5.21, 50510, 10
5.22, 50520, 10
5.224, 50530, 10
5.23, 50540, 10
5.24, 50550, 10
5.242, 50560, 10
5.27, 50570, 10
5.275, 50580, 10
5.3, 50590, 55
5.33, 50645, 10
5.38, 50655, 10
5.4, 50665, 30
5.45, 50695, 10
5.46, 50705, 10
5.49, 50715, 10
5.5, 50725, 20
5.50, 50745, 19
5.54, 50764, 10
5.6, 50774, 20
5.79, 50794, 10
5.8, 50804, 40
5.89, 50844, 10
5.9, 50854, 48
5.90, 50902, 10
50, 50912, 735
50.37, 51647, 19
50.8, 51666, 9
500, 51675, 507
500s, 52182, 10
502, 52192, 18
503, 52210, 9
506, 52219, 9
50s, 52228, 10
51, 52238, 126
51.34, 52364, 18
51.8, 52382, 10
510, 52392, 9
513, 52401, 10
513.30, 52411, 9
514, 52420, 9
515.83, 52429, 26
517, 52455, 9
518, 52464, 9
519, 52473, 10
52, 52483, 72
52.3, 52555, 9
52.5, 52564, 9
52.8, 52573, 10
520, 52583, 10
522, 52593, 10
524, 52603, 12
525, 52615, 18
526, 52633, 10
529, 52643, 19
53, 52662, 103
53.2, 52765, 9
53.37, 52774, 9
53.4, 52783, 10
53.6, 52793, 10
53.85, 52803, 10
530, 52813, 29
533, 52842, 9
537, 52851, 18
538.90, 52869, 28
54, 52897, 136
54.2, 53033, 10
54.69, 53043, 19
540, 53062, 20
544.76, 53082, 10
545, 53092, 10
548, 53102, 20
549, 53122, 10
54th, 53132, 9
55, 53141, 155
550, 53296, 56
551, 53352, 9
555, 53361, 9
556.53, 53370, 9
557, 53379, 10
559, 53389, 9
56, 53398, 137
560, 53535, 20
561, 53555, 9
563, 53564, 9
564, 53573, 10
569, 53583, 9
569.99, 53592, 9
56th, 53601, 9
57, 53610, 149
570, 53759, 9
570.56, 53768, 9
571, 53777, 9
573.60, 53786, 9
574, 53795, 10
575.11, 53805, 9
576.06, 53814, 9
576.63, 53823, 9
57th, 53832, 19
58, 53851, 85
58.35, 53936, 9
58.6, 53945, 9
580.99, 53954, 9
581.18, 53963, 9
583.08, 53972, 10
584, 53982, 9
584.41, 53991, 27
584.60, 54018, 9
585.5, 54027, 10
586, 54037, 18
588, 54055, 19
59, 54074, 49
59.8, 54123, 10
590, 54133, 9
594, 54142, 10
599, 54152, 9
5a, 54161, 9
5th, 54170, 29
6, 54199, 667
6.1, 54866, 10
6.12, 54876, 10
6.3, 54886, 29
6.3255, 54915, 10
6.3475, 54925, 10
6.3775, 54935, 9
6.3830, 54944, 10
6.4175, 54954, 10
6.4265, 54964, 10
6.4325, 54974, 10
6.4490, 54984, 10
6.45, 54994, 9
6.4600, 55003, 10
6.486, 55013, 10
6.5, 55023, 10
6.55, 55033, 10
6.6, 55043, 9
6.61, 55052, 10
6.62, 55062, 10
6.68, 55072, 10
6.7, 55082, 10
6.78, 55092, 10
6.82, 55102, 20
6.87, 55122, 20
6.9, 55142, 9
6.92, 55151, 10
6.96, 55161, 19
60, 55180, 417
600, 55597, 137
601, 55734, 20
605, 55754, 9
606, 55763, 10
607, 55773, 10
60s, 55783, 33
60th, 55816, 10
61, 55826, 96
610.20, 55922, 9
612, 55931, 10
613, 55941, 9
613.05, 55950, 9
615.8, 55959, 10
616, 55969, 10
618, 55979, 10
62, 55989, 94
62.3, 56083, 9
620, 56092, 8
625, 56100, 29
63, 56129, 62
63.6, 56191, 9
630, 56200, 9
633, 56209, 9
636, 56218, 19
638, 56237, 26
639, 56263, 9
64, 56272, 79
64.6, 56351, 10
641, 56361, 13
642.10, 56374, 10
643, 56384, 10
643.1, 56394, 9
644, 56403, 9
64th, 56412, 8
65, 56420, 151
65.3, 56571, 10
65.7, 56581, 9
650, 56590, 20
654, 56610, 10
